"","name","version","license","name.1","version.1","license.1","name.2","version.2","license.2","name.3","version.3","license.3","name.4","version.4","license.4","name.5","version.5","license.5","name.6","version.6","license.6","name.7","version.7","license.7","name.8","version.8","license.8","name.9","version.9","license.9","name.10","version.10","license.10","name.11","version.11","license.11","name.12","version.12","license.12","name.13","version.13","license.13","name.14","version.14","license.14","name.15","version.15","license.15","name.16","version.16","license.16","name.17","version.17","license.17","name.18","version.18","license.18"
"1","digest","0.6.12","GPL (>= 2)","crayon","1.3.2","MIT + file LICENSE","praise","1.0.0","MIT + file LICENSE","magrittr","1.5","MIT + file LICENSE","R6","2.2.2","MIT + file LICENSE","jsonlite","1.5","MIT + file LICENSE","mime","0.5","GPL","curl","2.8.1","MIT + file LICENSE","openssl","0.9.7","MIT + file LICENSE","httr","1.3.1","MIT + file LICENSE","memoise","1.1.0","MIT + file LICENSE","whisker","0.3-2","GPL-3","rstudioapi","0.7","MIT + file LICENSE","git2r","0.19.0","GPL-2","withr","2.0.0","GPL (>= 2)","devtools","1.13.3","GPL (>= 2)","lazyeval","0.2.0","GPL-3","rex","1.1.1","MIT + file LICENSE","covr","3.0.0","GPL-3"
